,0,1,2,3,4,5,RNA_rpkms,degree,TAD Volume,loop nums
0,chr1,2190000,3430000,2,0.437330413600648,0.945192018729797,1.655916582784431,low,0.437330413600648,2
1,chr1,3430000,5990000,2,1.05011149406893,0.838495040267552,2.0476761385692464,low,1.05011149406893,2
7,chr1,8350000,9200000,1,0.268180781943727,0.924273037652074,5.700774240987377,low,0.268180781943727,1
41,chr1,30920000,32880000,2,1.09759463160956,0.827855456008392,3.860609396211179,low,1.09759463160956,2
127,chr1,107750000,109780000,3,0.648994216515601,0.949502148932006,2.337147896491307,low,0.648994216515601,3
228,chr1,208250000,209560000,2,0.361521332837036,0.983611708809925,-3.8818618011169965,low,0.361521332837036,2
243,chr1,223130000,224110000,5,0.264085411664175,1.27303874588959,0.18673824045470133,low,0.264085411664175,5
255,chr1,227790000,229260000,2,0.677873183924137,0.888754580849985,3.229584427158202,low,0.677873183924137,2
262,chr1,231610000,234110000,2,0.880654260661483,0.85391010761874,-1.5032820120648231,low,0.880654260661483,2
274,chr10,1110000,3180000,4,0.418034611349041,1.09623989687147,1.5482886483852414,low,0.418034611349041,4
280,chr10,7520000,9340000,2,0.333819719912398,1.00082720810982,6.395169934845664,low,0.333819719912398,2
294,chr10,17260000,18680000,2,0.370309000254043,0.977240016366651,1.1158239774362406,low,0.370309000254043,2
296,chr10,19820000,21490000,2,0.469896456153202,0.937671824523527,1.2705289423807182,low,0.469896456153202,2
306,chr10,30350000,31810000,2,0.297465681118359,1.01181903824747,-0.269251370583787,low,0.297465681118359,2
354,chr10,86940000,89210000,2,0.565431320020995,0.912413967927756,3.8399164096175262,low,0.565431320020995,2
370,chr10,98460000,99840000,4,0.309618869632947,1.14999650257639,3.0331506558807564,low,0.309618869632947,4
377,chr10,101820000,102910000,4,0.303617572378902,1.15939127310358,3.2005217285649965,low,0.303617572378902,4
402,chr10,122270000,123990000,8,0.517777787350385,1.22094040922175,1.7932439047593676,low,0.517777787350385,8
403,chr10,123990000,124740000,2,0.170769563394127,1.13314129779809,2.0740558085562366,low,0.170769563394127,2
405,chr10,124800000,130190000,2,1.97635347031841,0.806608925116479,1.4772369405065,low,1.97635347031841,2
407,chr10,130240000,132640000,3,0.729269418990672,0.934580714331321,1.6094082703347137,low,0.729269418990672,3
412,chr11,4140000,7510000,10,1.16105597517712,1.05807058759193,1.5134907455881181,low,1.16105597517712,10
415,chr11,8570000,10750000,2,0.872154438142732,0.855068226321877,2.3686868780477597,low,0.872154438142732,2
