,0,1,2,3,4,5,RNA_rpkms,degree,TAD Volume,loop nums
17,chr1,15790000,16070000,5,0.0401372291978991,1.14523556377371,1.6145266331122456,middle,0.0401372291978991,5
30,chr1,23770000,24640000,22,0.279500795042835,0.985875640852777,3.080009498716338,middle,0.279500795042835,22
36,chr1,26790000,26890000,2,0.0093883272874984,1.32306003383939,4.455212128930072,middle,0.0093883272874984,2
38,chr1,28240000,29230000,14,0.271217747836735,0.84198434714836,3.022752480419319,middle,0.271217747836735,14
48,chr1,36090000,36440000,14,0.0614339774576965,1.35548925608444,3.6835467505561597,middle,0.0614339774576965,14
59,chr1,44730000,45010000,6,0.0506085790788406,1.12192044458563,4.371540277048888,middle,0.0506085790788406,6
61,chr1,45300000,46020000,26,0.159756855840231,1.23286658402029,4.668798416235346,middle,0.159756855840231,26
79,chr1,59770000,59960000,2,0.0387181816487281,0.843027250074537,1.9369676601880734,middle,0.0387181816487281,2
111,chr1,89800000,90000000,2,0.0219026817472001,1.03366954354934,2.840429662913721,middle,0.0219026817472001,2
135,chr1,112390000,112710000,4,0.0503000037268353,0.989053281593543,2.5830376237966646,middle,0.0503000037268353,4
136,chr1,112710000,113070000,5,0.0510970841097589,1.06660124673164,0.33313745630766556,middle,0.0510970841097589,5
145,chr1,117970000,119680000,22,0.427849150279874,0.840470482295099,-0.23851832135036513,middle,0.427849150279874,22
150,chr1,147510000,147640000,3,0.0119760457550543,1.38666409161893,2.1825334016472167,middle,0.0119760457550543,3
153,chr1,150240000,152050000,107,0.751284170409598,1.17415410423645,2.9945298784548062,middle,0.751284170409598,107
157,chr1,154950000,156080000,32,0.391812446706141,0.998926102076473,2.798829905765113,middle,0.391812446706141,32
166,chr1,160030000,160430000,13,0.0978621856202277,1.16002499997889,3.472525998169888,middle,0.0978621856202277,13
167,chr1,160430000,161750000,40,0.553102225375839,0.965831797301648,6.345741429786991,middle,0.553102225375839,40
179,chr1,171480000,172000000,7,0.106254146183687,0.929188955739918,2.70570939486179,middle,0.106254146183687,7
225,chr1,204410000,204510000,2,0.0104983660342975,1.28900522507439,0.5665716406267606,middle,0.0104983660342975,2
248,chr1,226000000,226060000,1,0.0040948902198916,1.37738586339272,,middle,0.0040948902198916,1
277,chr10,4810000,5440000,4,0.0634150081678127,0.918596444909395,3.8881587477089057,middle,0.0634150081678127,4
283,chr10,11780000,12200000,3,0.0557436224083813,0.863384305544945,2.162647401484384,middle,0.0557436224083813,3
286,chr10,13100000,13540000,4,0.0665213810722274,0.899109602775965,2.0252060188687353,middle,0.0665213810722274,4
303,chr10,28390000,28620000,7,0.0312580597675483,1.35302048252758,-1.3183258582071666,middle,0.0312580597675483,7
313,chr10,35640000,42870000,117,0.526905512050255,1.34512076762992,0.031189317567958293,middle,0.526905512050255,117
319,chr10,45460000,48660000,132,0.562223642550917,1.37044801499135,2.4746861184759124,middle,0.562223642550917,132
322,chr10,49590000,50750000,30,0.178623108847966,1.23956966775208,0.504928098848646,middle,0.178623108847966,30
338,chr10,68720000,69410000,31,0.133427734605015,1.36583404789759,3.0308539664896217,middle,0.133427734605015,31
341,chr10,71310000,72350000,21,0.265442938810365,0.987827460778435,4.443183924987005,middle,0.265442938810365,21
342,chr10,72350000,75400000,67,1.11794437022283,0.896399513418631,2.366860507992491,middle,1.11794437022283,67
345,chr10,77640000,78040000,10,0.0789900031362975,1.14698112046417,3.3080477310715812,middle,0.0789900031362975,10
348,chr10,79510000,80230000,18,0.095291501466406,1.28282638200582,1.4870575246148592,middle,0.095291501466406,18
353,chr10,86690000,86940000,5,0.0232091330360283,1.32946725859317,0.47430624028840157,middle,0.0232091330360283,5
354,chr10,86940000,89210000,112,0.565431320020995,1.30426083282326,3.8399164096175262,middle,0.565431320020995,112
358,chr10,90870000,91260000,5,0.0464527364393539,1.08635602080579,2.368977824933341,middle,0.0464527364393539,5
360,chr10,92440000,93370000,12,0.160341619252909,0.975180279241379,2.473642620466486,middle,0.160341619252909,12
363,chr10,95120000,95370000,2,0.0246603084734338,0.995825706925071,5.742282485311949,middle,0.0246603084734338,2
365,chr10,95700000,96300000,5,0.0930464153227659,0.860321874634657,1.1004310688052736,middle,0.0930464153227659,5
367,chr10,96370000,97210000,11,0.155816612975558,0.960141875156897,3.2616478173959287,middle,0.155816612975558,11
370,chr10,98460000,99840000,46,0.309618869632947,1.19215503013054,3.0331506558807564,middle,0.309618869632947,46
377,chr10,101820000,102910000,51,0.303617572378902,1.24131124490406,3.2005217285649965,middle,0.303617572378902,51
378,chr10,102910000,103710000,27,0.174060927163947,1.21266337512069,1.8862358004354451,middle,0.174060927163947,27
380,chr10,103880000,104360000,15,0.0815911180706937,1.2793008701136,3.728818456843366,middle,0.0815911180706937,15
382,chr10,109860000,110080000,5,0.0282458345697885,1.25957824899416,1.3173040683619146,middle,0.0282458345697885,5
398,chr10,118570000,119550000,26,0.221700926616903,1.11716926200458,3.9054299865033166,middle,0.221700926616903,26
401,chr10,120940000,122270000,25,0.306021691380855,1.00061847865509,1.7669926166307846,middle,0.306021691380855,25
410,chr11,3850000,4090000,4,0.0253347316179041,1.21985557808941,-2.2957182155645133,middle,0.0253347316179041,4
424,chr11,14260000,14520000,2,0.0401333166069849,0.831937813697129,3.012523979655846,middle,0.0401333166069849,2
453,chr11,44550000,44920000,5,0.0830389127877146,0.90007961283327,-7.50635266602479,middle,0.0830389127877146,5
458,chr11,45850000,47170000,75,0.564811043257687,1.15706229412546,4.661147448787447,middle,0.564811043257687,75
460,chr11,47850000,57270000,61,0.550515226487622,1.09806587446088,-0.2159148572652429,middle,0.550515226487622,61
468,chr11,61430000,61740000,5,0.0533274987715124,1.05087967187371,-0.06244037660352494,middle,0.0533274987715124,5
470,chr11,61800000,62890000,68,0.399431601977543,1.24527231283594,3.4161857305947763,middle,0.399431601977543,68
472,chr11,63760000,64160000,17,0.0728759568169626,1.36843187834268,4.5389222207486295,middle,0.0728759568169626,17
473,chr11,64160000,69100000,274,2.25903250289317,1.12867196466305,3.418017569725057,middle,2.25903250289317,274
479,chr11,71580000,76150000,123,2.32134082303375,0.855082327907928,3.015875976831164,middle,2.32134082303375,123
481,chr11,76720000,77630000,20,0.235450798034197,1.00968641060125,1.3554520114657997,middle,0.235450798034197,20
491,chr11,86830000,87290000,13,0.0757969247195028,1.24881143737418,2.2734661578887096,middle,0.0757969247195028,13
495,chr11,93230000,93820000,12,0.132625719823328,1.03034688674409,1.3973922691498748,middle,0.132625719823328,12
505,chr11,110200000,110440000,2,0.03628012064083,0.870462874748861,-2.3291596641184382,middle,0.03628012064083,2
520,chr11,120170000,121300000,24,0.462741022046566,0.844585840887188,3.416197951106612,middle,0.462741022046566,24
536,chr11,129360000,130140000,20,0.217648792489043,1.0397431660795,3.5954797904336497,middle,0.217648792489043,20
548,chr12,6280000,9060000,119,2.16456383817137,0.869300956511655,4.548820336081077,middle,2.16456383817137,119
553,chr12,10760000,11200000,12,0.206427022326824,0.88472516905187,,middle,0.206427022326824,12
557,chr12,12080000,12350000,6,0.107052272323228,0.873180485410003,1.1931409191448767,middle,0.107052272323228,6
597,chr12,50500000,50760000,23,0.103539521254962,1.34680139951326,3.391527159092986,middle,0.103539521254962,23
603,chr12,53050000,53510000,43,0.2967350938357,1.17759946644737,2.9987009898208967,middle,0.2967350938357,43
604,chr12,53540000,53760000,19,0.108177108250292,1.25747916657003,3.867089251257954,middle,0.108177108250292,19
608,chr12,56490000,56760000,31,0.142466811386283,1.3342165377631,6.872307811959135,middle,0.142466811386283,31
