,0,1,2,3,4,5,RNA_rpkms,degree,TAD Volume,loop nums
0,chr1,2190000,3430000,10,0.43733041360064795,0.614113514708184,1.655916582784431,small,0.43733041360064795,10
3,chr1,6040000,6700000,3,0.20375063501182802,0.52553177437634,2.934011611518817,small,0.20375063501182802,3
12,chr1,11650000,12660000,5,0.4512337311380179,0.482665928191932,3.230108401106763,small,0.4512337311380179,5
18,chr1,16070000,18590000,8,1.00229958019223,0.44048361905082206,2.7473961096244586,small,1.00229958019223,8
26,chr1,20510000,22660000,10,1.1285641264836699,0.45987109479489097,3.024719942415485,small,1.1285641264836699,10
28,chr1,22970000,23690000,6,0.185797582856672,0.7181848831030629,2.965398115328724,small,0.185797582856672,6
34,chr1,26030000,26470000,2,0.0983247906909808,0.5880443855488521,1.0382856631241708,small,0.0983247906909808,2
37,chr1,26890000,28240000,8,0.5406747368920971,0.526690669705745,3.182422582327449,small,0.5406747368920971,8
41,chr1,30920000,32880000,8,1.0975946316095602,0.42830563006561495,3.860609396211179,small,1.0975946316095602,8
53,chr1,39100000,40040000,3,0.289657188355197,0.47722982058058,1.3334910848627068,small,0.289657188355197,3
54,chr1,40040000,40960000,6,0.235627885793504,0.6475722276507391,3.2450102496428763,small,0.235627885793504,6
57,chr1,41250000,43710000,2,1.20319110398586,0.27869185795097695,4.945904587345733,small,1.20319110398586,2
66,chr1,47170000,47730000,2,0.156401172315669,0.502688146428535,1.680605666202593,small,0.156401172315669,2
69,chr1,50770000,52010000,2,0.42907656312036896,0.37900810287693104,2.7197232351236567,small,0.42907656312036896,2
73,chr1,53470000,54490000,4,0.369715548465674,0.48060770136975495,3.131996851527247,small,0.369715548465674,4
96,chr1,75720000,77140000,4,0.348577338102202,0.488606443961596,2.353958388894692,small,0.348577338102202,4
115,chr1,92840000,93850000,3,0.21570520880774,0.5163816384372261,1.5733260479755056,small,0.21570520880774,3
127,chr1,107750000,109780000,11,0.6489942165156011,0.5515874928444939,2.337147896491307,small,0.6489942165156011,11
141,chr1,114340000,115120000,6,0.167448115954713,0.743069143422644,3.8016191272872457,small,0.167448115954713,6
142,chr1,115120000,116500000,6,0.478600617464508,0.499173602693115,3.505795678233446,small,0.478600617464508,6
154,chr1,152050000,153790000,20,0.638858008856226,0.7097388323331609,3.4556974520128576,small,0.638858008856226,20
156,chr1,153990000,154950000,9,0.250823360916273,0.7443250314215111,5.1302219352649985,small,0.250823360916273,9
159,chr1,156340000,157170000,9,0.339801555098773,0.658886292731349,3.520075379084316,small,0.339801555098773,9
176,chr1,167560000,168600000,2,0.36833183535464203,0.39282952924372494,1.3732012718376336,small,0.36833183535464203,2
213,chr1,186300000,192460000,6,1.7971876776599198,0.34581745863178104,1.1381591452294704,small,1.7971876776599198,6
215,chr1,193060000,201820000,13,2.42988951781657,0.390261157104221,1.959287940041679,small,2.42988951781657,13
218,chr1,202000000,203010000,2,0.3663122114761861,0.39507152786989896,2.0562505603206795,small,0.3663122114761861,2
